BCJFY61X,02-01-2020,00:29:45,ANPR5.1,51.318 -7.663,Volkswagen,321,SILVER,27 
0EH57DWY,02-01-2020,00:50:38,ANPR5.1,51.047 -7.563,BMW,A3,BLUE,61 
YTHJ4HTM,02-01-2020,00:51:04,ANPR5.1,51.401 -7.587,BMW,A3,RED,41 
P6M80VE1,02-01-2020,01:06:49,ANPR5.1,50.914 -7.413,Mercedes,Mustang,BLACK,66 
6DI9SJGT,02-01-2020,01:51:21,ANPR5.1,51.245 -7.619,BMW,Polo,BLUE,61 
EUQD0AGL,02-01-2020,01:55:55,ANPR5.1,51.332 -7.643,Volkswagen,321,BLUE,32 
8QDTHAZD,02-01-2020,02:02:27,ANPR5.1,51.427 -7.657,Mercedes,Camry,BLACK,55 
LD8C2OJD,02-01-2020,02:04:34,ANPR5.1,51.078 -7.485,Audi,321,WHITE,63 
P90LCFHF,02-01-2020,02:11:32,ANPR5.1,51.201 -7.655,Volkswagen,Polo,BLUE,46 
L4U3EFCW,02-01-2020,02:12:59,ANPR5.1,50.724 -7.507,BMW,Mustang,GREEN,67 
6OYTUFLJ,02-01-2020,02:32:17,ANPR5.1,51.325 -7.67,Volkswagen,C200,WHITE,42 
LGUE6PIP,02-01-2020,02:36:28,ANPR5.1,50.737 -7.432,Toyota,Polo,RED,68 
EOS4E4WJ,02-01-2020,02:39:38,ANPR5.1,51.072 -7.536,Audi,C200,GREEN,26 
OB64ZW6K,02-01-2020,02:41:51,ANPR5.1,51.05 -7.439,Volkswagen,Polo,WHITE,30 
9DCR35RV,02-01-2020,02:44:05,ANPR5.1,51.336 -7.489,Mercedes,Camry,BLUE,69 
VOO5N1NF,02-01-2020,02:44:55,ANPR5.1,50.837 -7.567,Ford,Camry,RED,50 
I9AMKU7C,02-01-2020,02:45:40,ANPR5.1,51.215 -7.563,Volkswagen,C200,WHITE,47 
Q9SQ8G26,02-01-2020,02:56:29,ANPR5.1,51.104 -7.571,BMW,C200,RED,46 
ILTRF9NX,02-01-2020,03:14:45,ANPR5.1,51.096 -7.512,Mercedes,Mustang,SILVER,45 
85IGH7D6,02-01-2020,03:24:30,ANPR5.1,50.86 -7.543,BMW,Polo,GREEN,57 
TSJYROPU,02-01-2020,03:28:37,ANPR5.1,51.504 -7.52,BMW,Mustang,SILVER,52 
FW45SFZU,02-01-2020,03:43:40,ANPR5.1,50.887 -7.538,Toyota,Polo,BLACK,41 
46XS5M8P,02-01-2020,03:44:28,ANPR5.1,50.996 -7.566,BMW,C200,BLACK,49 
PQTVO9I3,02-01-2020,03:49:47,ANPR5.1,50.776 -7.488,Mercedes,A3,GREEN,43 
QKB94MY2,02-01-2020,04:03:41,ANPR5.1,50.758 -7.514,Volkswagen,321,RED,58 
8V0NTYQL,02-01-2020,04:14:23,ANPR5.1,50.869 -7.581,Mercedes,Polo,BLACK,32 
LASG6Z52,02-01-2020,04:15:15,ANPR5.1,51.236 -7.455,Toyota,Mustang,BLUE,28 
BY8V53VH,02-01-2020,04:31:41,ANPR5.1,51.532 -7.486,Volkswagen,Camry,WHITE,44 
6MFMCEQP,02-01-2020,04:32:52,ANPR5.1,50.91 -7.577,BMW,A3,SILVER,41 
Q595FWKL,02-01-2020,04:41:13,ANPR5.1,50.967 -7.503,BMW,321,BLUE,69 
5U254OAI,02-01-2020,04:48:01,ANPR5.1,51.227 -7.489,Ford,A3,GREEN,50 
Y2DN0AEB,02-01-2020,04:49:04,ANPR5.1,50.802 -7.559,Ford,C200,WHITE,31 
A8TKTR9A,02-01-2020,04:54:31,ANPR5.1,50.874 -7.418,Toyota,Camry,BLACK,68 
B7SZGMSJ,02-01-2020,05:23:04,ANPR5.2,51.179 -7.452,Audi,Camry,GREEN,21 
4VM9S2CE,02-01-2020,05:59:16,ANPR5.2,51.203 -7.619,Volkswagen,Polo,RED,64 
9CFIMOH2,02-01-2020,06:03:06,ANPR5.2,51.537 -7.612,Mercedes,A3,BLACK,58 
9FNH5G8T,02-01-2020,06:18:28,ANPR5.2,51.398 -7.503,Audi,Mustang,RED,23 
5QVYT90T,02-01-2020,06:20:27,ANPR5.2,51.472 -7.68,Ford,Mustang,SILVER,41 
